name,full name,overall,club,league,nation,age,height,weight,foot,pac,acceleration,sprint speed,dri,agility,balance,reactions,ball control,dribbling,composure,sho,positioning,finishing,shot power,long_shots,volleys,penalties,defending,interceptions,heading accuracy,marking,standing tackle,sliding tackle,pas,vision,crossing,free kick accuracy,short passing,long passing,curve,phy,jumping,stamina,strength,aggression
pedro,pedro rodriguez ledesma,84,chelsea,premier league,spain,30,169,65,right,82,84,80,84,84,82,84,87,84,78,77,84,81,71,78,70,66,37,49,55,30,32,31,77,77,78,57,83,70,81,62,67,78,56,56
strootman,kevin strootman,84,roma,calcio a,holland,28,186,78,left,67,65,68,78,65,68,84,85,76,85,74,78,68,85,78,63,77,78,84,68,72,83,75,82,84,74,74,86,83,75,82,53,82,83,86
ander herrera,ander herrera aguera,84,manchester united,premier league,spain,28,182,70,right,73,76,70,83,84,82,85,86,81,84,72,78,71,72,72,69,79,78,86,60,80,78,76,81,84,74,65,86,80,80,77,63,87,70,86
mustafi,shkodran mustafi,84,arsenal,premier league,germany,25,184,82,right,67,64,69,63,66,69,82,70,53,74,57,50,58,66,52,51,54,83,85,81,82,83,85,63,55,50,47,77,69,55,79,84,74,81,79
manolas,kostas manolas,84,roma,calcio a,greece,26,189,83,right,80,78,81,61,68,60,81,65,54,75,19,25,10,43,12,16,26,86,85,80,88,86,87,42,22,27,10,60,61,30,83,86,78,84,86
koke,jorge resurreccion,84,atletico madrid,laliga santander,spain,26,178,74,right,70,72,69,81,77,78,84,86,80,75,75,80,71,84,81,56,59,63,64,61,63,66,51,86,89,84,76,86,85,85,75,61,81,75,71
koulibaly,kalidou koulibaly,84,napoli,calcio a,senegal,26,195,89,right,73,69,76,57,50,40,80,59,54,78,26,24,19,55,15,14,33,85,86,79,85,87,85,43,34,30,28,59,48,28,86,77,73,93,87
morata,alvaro borja morata martin,84,chelsea,premier league,spain,25,189,85,right,82,78,86,80,62,56,81,84,83,79,80,83,82,80,78,81,72,23,24,79,14,14,20,71,76,73,44,78,51,76,73,79,70,82,54
icardi,mauro icardi,84,inter,calcio a,argentina,25,181,75,right,78,75,80,76,74,76,83,77,74,82,83,89,89,81,70,81,78,26,22,84,17,21,21,61,64,46,45,73,54,58,70,92,70,74,55
draxler,julian draxler,84,paris saint-germain,ligue 1 conforama,germany,24,187,72,right,78,76,79,86,81,75,83,87,88,81,80,79,78,86,81,84,63,34,36,65,25,35,26,82,84,83,75,84,77,78,64,76,68,67,48
carvajal,daniel carvajal ramos,84,real madrid,laliga santander,spain,26,173,73,right,82,76,86,79,82,79,81,83,76,74,45,61,41,64,36,34,45,82,82,65,85,85,86,73,57,83,47,81,71,72,78,76,84,75,81
mane,sadio mane,84,liverpool,premier league,senegal,25,175,69,right,93,94,92,85,89,85,80,84,86,78,78,84,83,77,69,68,71,36,31,53,33,35,38,74,78,72,64,77,71,74,75,75,82,72,73
alli,dele alli,84,tottenham hotspur,premier league,england,21,188,80,right,76,77,76,82,74,62,85,85,83,86,80,86,84,77,79,76,68,64,67,75,60,63,57,77,83,68,53,83,76,71,78,69,89,71,84
laporte,aymeric laporte,84,athletic club,premier league,france,23,189,85,left,69,68,70,62,49,55,82,71,55,74,50,54,45,70,47,40,35,86,85,85,86,88,85,66,52,58,77,73,78,62,78,77,71,84,72
bernardo silva,bernardo mota carvalho e silva,84,manchester city,premier league,portugal,23,173,64,left,81,85,78,89,88,86,84,89,91,84,72,77,76,72,64,66,64,45,49,51,46,44,35,81,85,79,63,84,78,79,61,53,80,54,58
marco asensio,marco asensio willemsen,84,real madrid,laliga santander,spain,22,180,75,left,78,79,77,83,78,76,78,86,83,79,79,72,78,81,87,75,62,39,45,50,29,42,39,83,83,79,76,86,81,83,61,57,73,61,45
bailly,eric bailly,84,manchester united,premier league,cote d'ivoire,23,187,77,right,78,75,80,66,63,63,78,68,63,74,42,47,33,55,48,42,46,84,85,81,82,85,85,59,54,51,43,72,56,46,84,84,78,85,87
matic,nemanja matic,84,manchester united,premier league,serbia,29,194,85,left,64,62,66,74,57,54,84,80,74,86,70,68,64,78,75,74,69,81,86,77,75,84,75,78,76,69,68,85,80,69,87,71,89,89,83
sule,niklas sule,84,fc bayern munchen,bundesliga,germany,22,195,97,right,67,52,78,51,33,32,81,64,42,73,42,26,20,78,63,29,32,85,83,87,82,88,83,52,30,30,30,77,62,28,82,38,65,95,82
laporte,aymeric laporte,84,manchester city,premier league,france,23,189,85,left,69,68,70,62,49,55,82,71,55,74,50,54,45,70,47,40,35,86,85,85,86,88,85,66,52,58,77,73,78,62,78,77,71,84,72
walker,kyle walker,84,manchester city,premier league,england,27,183,83,right,90,86,93,76,70,72,81,76,77,75,63,66,51,86,68,57,63,81,78,73,79,85,84,75,70,80,72,77,68,78,83,85,92,78,79
marquinhos,marcos aoas correa,84,paris saint-germain,ligue 1 conforama,brazil,23,183,75,right,76,73,77,70,66,68,81,76,65,79,38,46,33,53,35,31,31,85,85,80,86,86,87,69,51,73,32,81,79,49,76,85,75,74,80
fabinho,fabio henrique tavares,84,as monaco football club sa,ligue 1 conforama,brazil,24,188,78,right,74,73,75,77,71,69,80,81,75,81,65,68,66,75,53,30,91,84,84,75,79,89,86,78,73,81,46,84,75,72,85,78,91,81,85
lemar,thomas lemar,84,as monaco football club sa,ligue 1 conforama,france,22,170,58,left,85,86,84,87,85,84,76,87,89,79,78,76,79,83,76,68,68,62,66,54,63,59,63,82,84,84,83,84,72,83,71,73,80,69,63
jonas,jonas goncalves oliveira,84,sl benfica,liga nos,brazil,33,182,74,right,66,67,66,85,77,69,86,89,85,88,86,87,88,83,84,86,84,35,34,79,23,36,25,76,84,70,78,74,70,86,66,70,72,63,61
de vrij,stefan de vrij,84,lazio,calcio a,holland,26,189,78,right,69,69,69,66,61,60,78,71,61,82,41,32,25,65,60,27,41,86,86,78,88,87,82,58,50,49,16,71,71,45,78,72,70,82,75
brahimi,yacine brahimi,84,fc porto,liga nos,algeria,28,175,66,right,81,87,75,89,93,87,83,85,91,86,75,78,76,70,76,75,77,34,39,47,24,37,25,78,80,79,80,79,71,85,59,75,80,51,48
sane,leroy sane,84,manchester city,premier league,germany,22,183,75,left,94,93,94,86,90,82,79,84,88,76,79,84,80,80,79,65,64,34,32,72,26,32,35,76,72,80,65,79,67,86,72,67,82,72,59
naldo,ronaldo aparecido rodrigues,84,fc schalke 04,bundesliga,brazil,35,198,91,right,69,67,70,63,50,36,83,69,60,85,71,54,58,94,83,61,61,85,83,92,80,86,85,65,60,46,78,74,72,53,76,42,64,85,73
parejo,daniel parejo munoz,84,valencia cf,laliga santander,spain,28,180,75,right,54,57,51,78,69,72,80,84,75,74,77,79,75,80,80,72,83,65,72,67,62,65,54,87,85,84,90,90,87,87,72,55,77,73,68
iago aspas,iago aspas juncal,84,rc celta,laliga santander,spain,30,176,67,left,82,85,79,85,89,77,87,85,86,73,83,85,86,79,80,86,80,30,37,80,20,21,18,76,70,69,79,83,66,86,65,70,72,60,65
roberto firmino,roberto firmino barbosa de oliveira,84,liverpool,premier league,brazil,26,181,76,right,77,77,77,86,82,81,82,86,88,78,82,85,84,79,80,79,72,47,37,73,30,60,42,80,84,72,67,84,75,81,79,83,88,77,67
mahrez,riyad mahrez,84,leicester city,premier league,algeria,27,179,62,left,82,85,80,88,93,85,75,89,89,82,76,81,76,78,73,72,73,30,40,48,26,24,20,79,80,82,75,79,74,80,58,65,79,53,42
fekir,nabil fekir,84,olympique lyonnais,ligue 1 conforama,france,24,173,78,left,81,79,82,89,86,94,78,89,89,87,80,80,78,85,82,74,72,31,28,49,24,33,30,80,81,75,73,83,74,83,79,75,73,84,75
mbappe,kylian mbappe,84,paris saint-germain,ligue 1 conforama,france,19,178,73,right,91,89,91,86,79,77,80,89,88,81,81,79,88,79,68,74,70,47,49,76,41,44,40,75,78,70,58,79,68,76,74,71,83,74,62
sterling,raheem sterling,84,manchester city,premier league,england,23,170,69,right,93,94,92,86,92,93,79,84,86,74,74,84,76,70,72,61,65,46,26,38,48,58,54,76,77,74,50,83,68,65,64,62,78,67,35
kimmich,joshua kimmich,84,fc bayern munchen,bundesliga,germany,23,176,70,right,72,78,66,82,85,85,85,85,78,79,67,76,66,75,67,61,44,78,80,69,77,79,80,84,80,90,62,87,81,82,72,79,85,65,74
toure,yaya toure,83,manchester city,premier league,cote d'ivoire,34,189,90,right,63,61,64,77,58,56,82,82,78,83,82,80,82,86,80,68,89,70,60,72,68,77,74,80,85,67,86,84,81,82,83,63,73,92,78
quaresma,ricardo andrade quaresma bernardo,83,besiktas jk,super lig,portugal,34,175,67,right,83,85,82,87,91,84,78,87,89,79,76,75,70,83,83,80,74,18,24,41,10,17,13,81,80,88,78,79,75,92,60,63,69,54,62
de rossi,daniele de rossi,83,roma,calcio a,italy,34,184,83,right,68,69,68,71,68,72,80,78,64,84,64,55,50,81,74,74,75,81,87,81,75,84,82,73,72,57,71,82,82,62,82,78,78,83,84
nani,luis carlos almeida da cunha,83,lazio,calcio a,portugal,31,175,66,right,81,84,78,86,92,77,80,86,87,79,79,77,75,85,83,75,72,24,31,46,15,22,20,81,80,82,79,81,79,86,64,39,74,62,62
sneijder,wesley sneijder,83,ogc nice,alka superliga,holland,33,170,72,right,69,70,69,82,77,85,77,85,82,83,78,74,72,86,84,80,76,38,45,32,32,41,37,86,88,86,86,84,86,88,56,30,62,57,55
mascherano,javier mascherano,83,fc barcelona,men's national,argentina,33,174,73,right,65,67,64,70,72,78,83,80,58,86,53,51,42,76,55,51,60,82,88,68,81,83,82,71,68,63,50,79,75,63,77,75,76,74,88
santi cazorla,santiago cazorla gonzalez,83,arsenal,premier league,spain,33,168,66,right,65,68,63,85,79,91,82,87,85,88,76,79,75,77,78,72,80,61,65,58,58,64,52,85,86,85,78,86,83,86,63,70,68,59,64
juanfran,juan francisco torres belen,83,atletico madrid,laliga santander,spain,33,180,72,right,82,76,87,77,75,62,82,79,77,74,58,68,54,68,53,49,66,80,78,59,83,84,81,75,72,83,59,77,66,80,77,68,85,74,78
biglia,lucas biglia,83,milan,calcio a,argentina,32,178,63,right,69,70,68,80,76,78,82,85,77,80,63,55,50,77,75,78,72,75,84,54,70,80,78,81,80,74,76,86,84,71,75,62,82,70,83
perrin,loic perrin,83,as saint-etienne,ligue 1 conforama,france,32,181,80,right,68,67,69,68,64,72,76,74,62,80,65,58,64,73,67,44,68,86,82,80,88,88,84,69,63,69,51,74,77,59,80,84,79,79,81
borja valero,borja valero iglesias,83,inter,calcio a,spain,33,175,73,right,70,73,67,85,80,82,84,88,86,80,69,76,67,72,70,70,72,63,70,60,58,66,62,85,86,78,76,89,86,78,65,67,74,66,52
valencia,antonio valencia,83,manchester united,premier league,ecuador,32,180,83,right,87,88,87,81,75,83,86,81,82,82,65,75,58,85,62,69,55,78,80,64,78,83,77,75,71,85,66,77,69,69,85,70,90,85,83
garay,ezequiel garay,83,valencia cf,laliga santander,argentina,31,188,77,right,43,39,46,65,57,38,77,73,62,79,64,49,58,80,68,49,69,84,84,85,84,85,82,66,63,62,74,69,72,55,80,79,74,85,74
piszczek,ukasz piszczek,83,borussia dortmund,bundesliga,poland,32,184,79,right,79,73,84,74,66,66,82,76,74,82,68,73,65,77,68,67,65,81,81,74,79,84,83,76,72,86,47,78,69,80,80,76,79,79,83
gameiro,kevin gameiro,83,atletico madrid,laliga santander,france,30,173,70,right,87,88,86,79,82,77,85,80,76,85,83,86,86,84,76,78,85,35,38,67,23,33,39,75,76,70,70,79,72,76,68,84,76,64,66
jonas,jonas goncalves oliveira,83,sl benfica,liga nos,brazil,33,182,74,right,65,66,65,84,77,69,85,88,84,87,85,86,87,83,84,85,84,35,34,79,23,36,25,75,83,70,77,74,70,85,65,69,71,63,61
schneiderlin,morgan schneiderlin,83,everton,premier league,france,28,181,75,right,68,67,68,77,73,71,81,83,74,83,62,65,61,71,56,56,56,79,84,71,76,82,80,76,73,65,61,85,80,68,81,70,90,77,84
banega,ever banega,83,sevilla fc,laliga santander,argentina,29,174,71,right,69,71,67,84,84,86,78,85,83,82,70,75,65,74,77,65,67,62,70,45,57,69,61,85,85,80,81,88,85,83,67,58,66,67,69
howedes,benedikt howedes,83,juventus,calcio a,germany,30,187,82,right,64,62,65,65,63,61,82,68,60,82,47,51,48,62,31,38,56,83,83,84,84,83,83,63,57,58,52,73,64,38,77,82,68,81,79
lallana,adam lallana,83,liverpool,premier league,england,29,172,73,right,73,74,72,84,83,76,78,86,85,80,75,77,79,72,72,72,70,65,68,67,60,67,62,80,83,74,66,86,77,77,74,73,90,67,74
mandzukic,mario mandzukic,83,juventus,calcio a,croatia,31,190,86,right,72,68,76,74,67,53,86,77,74,80,78,89,84,78,58,86,76,65,66,90,56,64,64,71,74,72,49,75,65,64,87,85,87,87,88
gaitan,nicolas gaitan,83,atletico madrid,laliga santander,argentina,30,173,68,left,81,84,79,84,87,81,84,84,85,80,74,79,73,72,74,81,71,39,40,54,30,42,43,81,82,82,72,81,78,88,55,68,69,46,57
adrien silva,adrien s. perruchet silva,83,sporting cp,premier league,portugal,29,175,69,right,65,64,65,81,73,67,77,85,82,82,76,75,71,83,80,75,85,78,84,61,80,78,73,82,85,78,75,83,84,79,72,56,89,62,79
jose callejon,jose maria callejon bueno,83,napoli,calcio a,spain,31,178,73,right,90,90,90,83,85,81,80,84,82,79,78,88,76,78,80,84,62,34,40,65,24,32,32,71,78,77,65,75,51,65,65,73,92,55,54
toprak,omer toprak,83,borussia dortmund,bundesliga,turkey,28,186,83,right,76,72,79,68,64,61,81,72,64,78,39,35,28,63,36,55,48,85,84,83,86,85,82,62,59,49,33,74,69,44,75,82,68,78,73
musacchio,mateo musacchio,83,milan,calcio a,argentina,27,180,73,right,70,72,69,59,72,59,81,73,43,76,51,50,48,57,53,36,57,84,85,81,85,84,86,66,64,55,45,78,70,53,78,83,70,81,81
n'zonzi,steven n'zonzi,83,sevilla fc,laliga santander,france,29,190,75,right,57,52,61,71,43,31,82,82,72,85,67,70,64,79,66,55,57,80,85,79,75,83,78,73,77,59,42,82,78,73,88,75,86,91,87
walker,kyle walker,83,manchester city,premier league,england,27,183,83,right,90,86,93,76,70,72,81,76,77,75,63,66,51,86,68,57,63,80,78,73,79,84,83,73,69,78,71,75,67,76,81,83,90,77,78
dost,bas dost,83,sporting cp,liga nos,holland,28,196,89,right,60,54,64,64,38,35,85,73,64,78,83,88,87,83,74,85,78,43,39,93,29,48,26,57,68,38,32,74,37,53,83,55,84,89,72
bonaventura,giacomo bonaventura,83,milan,calcio a,italy,28,181,75,right,78,78,78,83,81,77,82,85,83,82,77,78,70,84,86,78,68,67,72,60,60,72,68,82,82,82,78,84,80,78,73,69,87,69,68
kagawa,shinji kagawa,83,borussia dortmund,bundesliga,japan,29,175,68,right,70,76,65,86,92,88,81,85,87,81,68,80,76,56,55,75,78,34,56,42,30,24,27,76,82,60,63,84,73,74,49,66,80,39,30
pastore,javier pastore,83,paris saint-germain,ligue 1 conforama,argentina,28,187,78,right,71,69,72,85,79,58,83,87,88,79,75,78,73,78,76,78,75,58,69,63,49,59,51,83,86,77,69,87,83,83,64,49,67,64,65
matic,nemanja matic,83,manchester united,premier league,serbia,29,194,85,left,64,62,66,72,56,53,82,78,72,84,70,68,64,78,75,74,69,80,85,77,75,83,75,76,75,68,67,83,78,68,87,71,89,89,83
otamendi,nicolas otamendi,83,manchester city,premier league,argentina,30,183,81,right,63,62,64,56,69,62,78,64,41,84,56,49,53,69,56,56,44,83,85,83,81,83,84,59,45,52,39,71,66,50,81,86,76,80,90
iago aspas,iago aspas juncal,83,rc celta,laliga santander,spain,30,176,67,left,81,84,79,84,88,77,86,84,85,73,83,85,86,79,80,86,80,29,36,78,20,21,18,73,68,67,76,80,64,83,63,68,70,59,63
gueye,idrissa gueye,83,everton,premier league,senegal,28,174,66,right,76,78,75,77,75,82,79,79,75,80,60,67,50,80,67,32,54,83,87,69,80,87,85,70,72,60,43,82,74,33,81,85,88,76,84
matip,joel matip,83,liverpool,premier league,cameroon,26,195,90,right,67,60,73,67,58,49,81,71,65,75,46,51,36,66,48,50,42,84,85,85,83,85,79,68,72,54,22,77,74,63,78,67,73,81,81
de vrij,stefan de vrij,83,lazio,calcio a,holland,26,189,78,right,68,68,68,66,61,60,78,71,61,82,41,32,25,65,60,27,41,85,85,78,87,86,82,58,50,49,16,71,71,45,76,71,69,80,74
vitolo,victor machin perez,83,ud las palmas,laliga santander,spain,28,184,80,right,80,81,79,82,75,63,80,85,86,70,77,80,79,77,73,75,74,28,25,65,25,21,23,79,78,80,62,81,82,76,76,70,81,81,61
danilo pereira,danilo luis helio pereira,83,fc porto,liga nos,portugal,26,188,83,right,68,67,68,74,58,60,76,77,76,84,62,69,56,77,64,55,52,82,85,76,80,85,78,69,69,50,53,82,79,48,87,67,87,89,88
roberto firmino,roberto firmino barbosa de oliveira,83,liverpool,premier league,brazil,26,181,76,right,77,77,77,85,82,81,82,85,87,78,81,84,83,79,80,79,72,46,37,72,30,59,42,79,83,72,67,83,75,80,77,81,86,76,66
van dijk,virgil van dijk,83,southampton,premier league,holland,26,193,92,right,73,69,76,70,57,51,79,73,70,82,60,41,52,81,64,45,62,83,83,80,83,85,83,67,59,53,70,76,76,60,85,79,76,92,78
mahrez,riyad mahrez,83,leicester city,premier league,algeria,27,179,62,left,82,85,80,87,92,85,75,88,88,82,74,79,74,76,72,71,72,28,38,45,25,23,19,78,79,81,75,78,74,79,55,62,75,51,40
umtiti,samuel umtiti,83,fc barcelona,laliga santander,france,24,182,75,left,74,72,75,71,68,66,77,75,69,74,64,58,51,83,74,70,61,82,86,72,80,85,83,71,58,69,63,79,73,72,79,87,79,78,80
william carvalho,william silva de carvalho,83,sporting cp,liga nos,portugal,25,187,83,right,53,52,53,74,45,50,74,78,79,89,57,62,56,59,58,50,60,80,84,73,77,85,71,77,78,66,50,84,86,77,83,68,84,88,75
marquinhos,marcos aoas correa,83,paris saint-germain,ligue 1 conforama,brazil,23,183,75,right,71,69,72,70,66,68,81,76,65,79,38,46,33,53,35,31,31,84,84,80,85,85,86,68,51,72,32,80,78,49,76,85,75,74,80
forsberg,emil forsberg,83,rb leipzig,bundesliga,sweden,26,179,78,right,75,78,72,83,85,83,80,85,82,79,74,77,72,75,80,67,64,30,43,45,23,26,17,83,86,86,77,86,70,81,66,53,76,63,62
belotti,andrea belotti,83,torino,calcio a,italy,24,181,72,right,82,80,83,78,79,75,78,78,78,78,81,85,88,81,67,80,77,29,31,84,15,23,32,57,61,42,56,68,42,64,84,83,84,85,83
salah,mohamed salah,83,liverpool,premier league,egypt,25,175,71,left,93,93,93,86,86,84,82,87,87,75,73,83,79,71,62,71,61,45,55,59,37,43,41,74,78,73,60,79,65,70,66,70,77,61,63
fabinho,fabio henrique tavares,83,as monaco football club sa,ligue 1 conforama,brazil,24,188,78,right,74,73,75,76,71,69,79,80,75,80,65,68,66,75,53,30,91,83,83,75,79,88,85,76,72,79,45,82,74,71,83,77,89,80,83
sule,niklas sule,83,fc bayern munchen,bundesliga,germany,22,195,97,right,65,51,76,50,33,32,80,63,42,72,41,26,20,77,62,29,32,83,82,85,81,86,82,51,30,30,30,76,61,28,81,38,65,94,81
joao mario,joao mario naval costa eduardo,83,inter,premier league,portugal,25,179,72,right,73,71,75,83,81,70,82,85,84,85,70,80,66,77,73,69,66,70,78,55,67,75,61,80,82,77,67,83,78,74,71,63,84,69,61
lemar,thomas lemar,83,as monaco football club sa,ligue 1 conforama,france,22,170,58,left,85,86,84,86,85,84,76,86,88,79,77,76,78,82,76,68,68,62,66,54,63,59,63,80,82,82,81,82,71,81,70,72,79,69,63
gimenez,jose maria gimenez,83,atletico madrid,laliga santander,uruguay,23,185,76,right,70,68,72,54,57,50,76,56,47,73,45,24,37,72,48,30,38,85,85,79,85,86,87,51,27,47,44,68,58,36,81,90,68,84,89
keita,naby keita,83,rb leipzig,bundesliga,guinea,23,172,64,right,73,82,66,89,90,90,84,88,90,79,71,74,74,76,66,59,58,62,79,42,55,63,61,77,81,62,47,88,78,63,70,56,88,59,77
dembele,ousmane dembele,83,fc barcelona,laliga santander,france,20,178,67,left,91,93,89,88,90,90,82,85,92,73,76,78,77,83,65,75,74,32,36,43,29,30,33,75,84,77,65,74,68,78,56,59,74,47,54
mbappe,kylian mbappe,83,paris saint-germain,ligue 1 conforama,france,19,178,73,right,90,89,90,84,78,76,79,87,86,80,80,79,87,79,68,74,70,47,49,76,41,44,40,74,77,70,58,78,68,75,74,71,83,74,62
raul albiol,raul albiol tortajada,83,napoli,calcio a,spain,32,190,82,right,57,57,57,61,53,56,81,68,54,74,41,30,27,65,53,31,37,85,83,77,86,86,83,58,49,38,45,72,66,53,78,79,63,84,81
adrien silva,adrien s. perruchet silva,83,leicester city,premier league,portugal,29,175,69,right,65,64,65,81,73,67,77,85,82,82,76,75,71,83,80,75,85,78,84,61,80,78,73,82,85,78,75,83,84,79,72,56,89,62,79
vitolo,victor machin perez,83,atletico madrid,laliga santander,spain,28,184,80,right,80,81,79,82,75,63,80,85,86,70,77,80,79,77,73,75,74,28,25,65,25,21,23,79,78,80,62,81,82,76,76,70,81,81,61
joao mario,joao mario naval costa eduardo,83,west ham united,premier league,portugal,25,179,72,right,73,71,75,83,81,70,82,85,84,85,70,80,66,77,73,69,66,70,78,55,67,75,61,80,82,77,67,83,78,74,71,63,84,69,61
giovinco,sebastian giovinco,83,toronto fc,major league soccer,italy,31,163,61,right,84,91,77,87,92,93,82,87,86,88,81,83,83,79,81,74,77,27,26,34,23,29,28,79,84,72,87,80,75,87,57,35,77,42,75
paulinho,jose paulo bezerra m. junior,83,fc barcelona,laliga santander,brazil,29,180,75,right,76,76,76,80,72,66,84,84,79,82,77,78,74,82,79,78,73,78,79,81,77,79,73,75,76,64,72,82,77,66,77,89,93,69,69
douglas costa,douglas costa de souza,83,juventus,calcio a,brazil,27,170,65,left,93,97,88,88,95,94,79,86,89,76,77,77,71,86,84,73,77,32,32,51,28,31,30,78,79,76,79,79,71,80,64,61,74,63,55
cuadrado,juan cuadrado,83,juventus,calcio a,colombia,29,179,71,right,91,90,92,87,92,83,76,83,91,76,74,78,67,84,80,68,65,63,64,59,61,61,70,77,73,80,70,79,70,78,68,78,78,59,73
jonathan viera,jonathan viera ramos,83,ud las palmas,laliga santander,spain,28,170,64,right,80,86,76,86,89,84,79,83,88,80,76,80,79,70,80,57,74,53,70,41,29,68,59,83,89,76,77,87,77,81,68,69,78,67,56
van dijk,virgil van dijk,83,liverpool,premier league,holland,26,193,92,right,73,69,76,70,57,51,79,73,70,82,60,41,52,81,64,45,62,83,83,80,83,85,83,67,59,53,70,76,76,60,85,79,76,92,78
martial,anthony martial,83,manchester united,premier league,france,22,181,76,right,91,92,90,86,86,82,81,84,89,78,81,81,83,86,71,75,75,41,42,70,35,39,38,71,71,74,54,76,58,80,75,81,80,77,59
balotelli,mario balotelli,83,ogc nice,ligue 1 conforama,italy,27,189,88,right,81,77,83,80,70,50,68,86,82,80,84,77,86,90,75,75,94,26,30,66,16,22,20,72,72,69,80,77,56,80,77,75,66,85,70
pizzi,luis miguel afonso fernandes,83,sl benfica,liga nos,portugal,28,177,72,right,79,83,76,83,87,84,82,82,82,85,78,86,77,74,79,77,76,63,70,46,64,66,53,82,87,77,76,83,82,84,70,67,91,59,68
goretzka,leon goretzka,83,fc schalke 04,bundesliga,germany,23,189,79,right,85,83,86,80,76,72,83,82,80,78,75,79,72,78,80,69,61,78,83,74,73,79,79,81,81,74,73,85,79,77,76,67,86,68,84
saul,saul niguez esclapez,83,atletico madrid,laliga santander,spain,23,181,70,left,73,72,73,81,76,68,82,84,82,80,72,82,74,77,73,31,56,77,78,83,69,82,77,79,80,69,60,86,81,63,75,79,80,76,66
promes,quincy promes,83,spartak moscow,russian football premier league,holland,26,174,72,right,89,86,91,83,88,78,81,83,84,78,81,79,82,82,83,68,72,30,27,62,25,24,27,78,83,76,78,78,70,76,68,83,82,61,60
gabriel jesus,gabriel fernando de jesus,83,manchester city,premier league,brazil,20,175,73,right,87,89,85,87,93,92,82,85,87,84,81,85,85,79,74,68,79,28,34,71,21,18,20,72,76,66,54,76,66,77,70,78,87,65,58
thauvin,florian thauvin,83,olympique de marseille,ligue 1 conforama,france,25,179,70,left,83,89,77,83,81,71,83,83,86,80,79,83,76,85,84,69,59,36,43,69,29,29,31,80,80,84,55,83,76,82,65,66,73,63,57
milinkovic-savic,sergej milinkovic-savic,83,lazio,calcio a,serbia,23,191,76,right,71,68,73,81,67,60,78,86,83,77,75,83,72,87,76,71,40,75,80,88,68,75,70,78,82,59,70,84,82,76,84,86,86,87,73
giuliano,giuliano victor de paula,83,fenerbahce sk,super lig,brazil,27,172,68,right,83,85,80,84,87,87,82,84,84,84,78,80,78,81,75,67,76,46,42,60,48,43,38,79,83,74,70,81,76,69,74,61,76,75,71
