full name,name,club,nation,overall,league,age,height,reactions,positioning,penalties,long passing,standing tackle,ball control,interceptions,acceleration,marking,strength,pac,aggression,agility,volleys,sprint speed,phy,pas,sliding tackle,long_shots,short passing,shot power,curve,dri,jumping,vision,crossing,finishing,balance,heading accuracy,defending,sho,free kick accuracy,composure,foot,dribbling,stamina
ander herrera aguera,ander herrera,manchester united,spain,84,premier league,28,182,85,78,79,80,78,86,86,76,80,70,73,86,84,69,70,77,81,76,72,86,72,80,83,63,84,74,71,82,60,78,72,65,84,right,81,87
shkodran mustafi,mustafi,arsenal,germany,84,premier league,25,184,82,50,54,69,83,70,85,64,82,81,67,79,66,51,69,79,63,85,52,77,66,55,63,84,55,50,58,69,81,83,57,47,74,right,53,74
kostas manolas,manolas,roma,greece,84,calcio a,26,189,81,25,26,61,86,65,85,78,88,84,80,86,68,16,81,83,42,87,12,60,43,30,61,86,22,27,10,60,80,86,19,10,75,right,54,78
jorge resurreccion,koke,atletico madrid,spain,84,laliga santander,26,178,84,80,59,85,66,86,64,72,63,75,70,71,77,56,69,75,86,51,81,86,84,85,81,61,89,84,71,78,61,63,75,76,75,right,80,81
kalidou koulibaly,koulibaly,napoli,senegal,84,calcio a,26,195,80,24,33,48,87,59,86,69,85,93,73,87,50,14,76,86,43,85,15,59,55,28,57,77,34,30,19,40,79,85,26,28,78,right,54,73
alvaro borja morata martin,morata,chelsea,spain,84,premier league,25,189,81,83,72,51,14,84,24,78,14,82,82,54,62,81,86,73,71,20,78,78,80,76,80,79,76,73,82,56,79,23,80,44,79,right,83,70
mauro icardi,icardi,inter,argentina,84,calcio a,25,181,83,89,78,54,21,77,22,75,17,74,78,55,74,81,80,70,61,21,70,73,81,58,76,92,64,46,89,76,84,26,83,45,82,right,74,70
julian draxler,draxler,paris saint-germain,germany,84,ligue 1 conforama,24,187,83,79,63,77,35,87,36,76,25,67,78,48,81,84,79,64,82,26,81,84,86,78,86,76,84,83,78,75,65,34,80,75,81,right,88,68
daniel carvajal ramos,carvajal,real madrid,spain,84,laliga santander,26,173,81,61,45,71,85,83,82,76,85,75,82,81,82,34,86,78,73,86,36,81,64,72,79,76,57,83,41,79,65,82,45,47,74,right,76,84
sadio mane,mane,liverpool,senegal,84,premier league,25,175,80,84,71,71,35,84,31,94,33,72,93,73,89,68,92,75,74,38,69,77,77,74,85,75,78,72,83,85,53,36,78,64,78,right,86,82
dele alli,alli,tottenham hotspur,england,84,premier league,21,188,85,86,68,76,63,85,67,77,60,71,76,84,74,76,76,78,77,57,79,83,77,71,82,69,83,68,84,62,75,64,80,53,86,right,83,89
aymeric laporte,laporte,athletic club,france,84,premier league,23,189,82,54,35,78,88,71,85,68,86,84,69,72,49,40,70,78,66,85,47,73,70,62,62,77,52,58,45,55,85,86,50,77,74,left,55,71
bernardo mota carvalho e silva,bernardo silva,manchester city,portugal,84,premier league,23,173,84,77,64,78,44,89,49,85,46,54,81,58,88,66,78,61,81,35,64,84,72,79,89,53,85,79,76,86,51,45,72,63,84,left,91,80
marco asensio willemsen,marco asensio,real madrid,spain,84,laliga santander,22,180,78,72,62,81,42,86,45,79,29,61,78,45,78,75,77,61,83,39,87,86,81,83,83,57,83,79,78,76,50,39,79,76,79,left,83,73
eric bailly,bailly,manchester united,cote d'ivoire,84,premier league,23,187,78,47,46,56,85,68,85,75,82,85,78,87,63,42,80,84,59,85,48,72,55,46,66,84,54,51,33,63,81,84,42,43,74,right,63,78
nemanja matic,matic,manchester united,serbia,84,premier league,29,194,84,68,69,80,84,80,86,62,75,89,64,83,57,74,66,87,78,75,75,85,78,69,74,71,76,69,64,54,77,81,70,68,86,left,74,89
niklas sule,sule,fc bayern munchen,germany,84,bundesliga,22,195,81,26,32,62,88,64,83,52,82,95,67,82,33,29,78,82,52,83,63,77,78,28,51,38,30,30,20,32,87,85,42,30,73,right,42,65
aymeric laporte,laporte,manchester city,france,84,premier league,23,189,82,54,35,78,88,71,85,68,86,84,69,72,49,40,70,78,66,85,47,73,70,62,62,77,52,58,45,55,85,86,50,77,74,left,55,71
kyle walker,walker,manchester city,england,84,premier league,27,183,81,66,63,68,85,76,78,86,79,78,90,79,70,57,93,83,75,84,68,77,86,78,76,85,70,80,51,72,73,81,63,72,75,right,77,92
marcos aoas correa,marquinhos,paris saint-germain,brazil,84,ligue 1 conforama,23,183,81,46,31,79,86,76,85,73,86,74,76,80,66,31,77,76,69,87,35,81,53,49,70,85,51,73,33,68,80,85,38,32,79,right,65,75
fabio henrique tavares,fabinho,as monaco football club sa,brazil,84,ligue 1 conforama,24,188,80,68,91,75,89,81,84,73,79,81,74,85,71,30,75,85,78,86,53,84,75,72,77,78,73,81,66,69,75,84,65,46,81,right,75,91
thomas lemar,lemar,as monaco football club sa,france,84,ligue 1 conforama,22,170,76,76,68,72,59,87,66,86,63,69,85,63,85,68,84,71,82,63,76,84,83,83,87,73,84,84,79,84,54,62,78,83,79,left,89,80
jonas goncalves oliveira,jonas,sl benfica,brazil,84,liga nos,33,182,86,87,84,70,36,89,34,67,23,63,66,61,77,86,66,66,76,25,84,74,83,86,85,70,84,70,88,69,79,35,86,78,88,right,85,72
stefan de vrij,de vrij,lazio,holland,84,calcio a,26,189,78,32,41,71,87,71,86,69,88,82,69,75,61,27,69,78,58,82,60,71,65,45,66,72,50,49,25,60,78,86,41,16,82,right,61,70
yacine brahimi,brahimi,fc porto,algeria,84,liga nos,28,175,83,78,77,71,37,85,39,87,24,51,81,48,93,75,75,59,78,25,76,79,70,85,89,75,80,79,76,87,47,34,75,80,86,right,91,80
leroy sane,sane,manchester city,germany,84,premier league,22,183,79,84,64,67,32,84,32,93,26,72,94,59,90,65,94,72,76,35,79,79,80,86,86,67,72,80,80,82,72,34,79,65,76,left,88,82
ronaldo aparecido rodrigues,naldo,fc schalke 04,brazil,84,bundesliga,35,198,83,54,61,72,86,69,83,67,80,85,69,73,50,61,70,76,65,85,83,74,94,53,63,42,60,46,58,36,92,85,71,78,85,right,60,64
daniel parejo munoz,parejo,valencia cf,spain,84,laliga santander,28,180,80,79,83,87,65,84,72,57,62,73,54,68,69,72,51,72,87,54,80,90,80,87,78,55,85,84,75,72,67,65,77,90,74,right,75,77
iago aspas juncal,iago aspas,rc celta,spain,84,laliga santander,30,176,87,85,80,66,21,85,37,85,20,60,82,65,89,86,79,65,76,18,80,83,79,86,85,70,70,69,86,77,80,30,83,79,73,left,86,72
roberto firmino barbosa de oliveira,roberto firmino,liverpool,brazil,84,premier league,26,181,82,85,72,75,60,86,37,77,30,77,77,67,82,79,77,79,80,42,80,84,79,81,86,83,84,72,84,81,73,47,82,67,78,right,88,88
riyad mahrez,mahrez,leicester city,algeria,84,premier league,27,179,75,81,73,74,24,89,40,85,26,53,82,42,93,72,80,58,79,20,73,79,78,80,88,65,80,82,76,85,48,30,76,75,82,left,89,79
nabil fekir,fekir,olympique lyonnais,france,84,ligue 1 conforama,24,173,78,80,72,74,33,89,28,79,24,84,81,75,86,74,82,79,80,30,82,83,85,83,89,75,81,75,78,94,49,31,80,73,87,left,89,73
kylian mbappe,mbappe,paris saint-germain,france,84,ligue 1 conforama,19,178,80,79,70,68,44,89,49,89,41,74,91,62,79,74,91,74,75,40,68,79,79,76,86,71,78,70,88,77,76,47,81,58,81,right,88,83
raheem sterling,sterling,manchester city,england,84,premier league,23,170,79,84,65,68,58,84,26,94,48,67,93,35,92,61,92,64,76,54,72,83,70,65,86,62,77,74,76,93,38,46,74,50,74,right,86,78
joshua kimmich,kimmich,fc bayern munchen,germany,84,bundesliga,23,176,85,76,44,81,79,85,80,78,77,65,72,74,85,61,66,72,84,80,67,87,75,82,82,79,80,90,66,85,69,78,67,62,79,right,78,85
yaya toure,toure,manchester city,cote d'ivoire,83,premier league,34,189,82,80,89,81,77,82,60,61,68,92,63,78,58,68,64,83,80,74,80,84,86,82,77,63,85,67,82,56,72,70,82,86,83,right,78,73
ricardo andrade quaresma bernardo,quaresma,besiktas jk,portugal,83,super lig,34,175,78,75,74,75,17,87,24,85,10,54,83,62,91,80,82,60,81,13,83,79,83,92,87,63,80,88,70,84,41,18,76,78,79,right,89,69
daniele de rossi,de rossi,roma,italy,83,calcio a,34,184,80,55,75,82,84,78,87,69,75,83,68,84,68,74,68,82,73,82,74,82,81,62,71,78,72,57,50,72,81,81,64,71,84,right,64,78
luis carlos almeida da cunha,nani,lazio,portugal,83,calcio a,31,175,80,77,72,79,22,86,31,84,15,62,81,62,92,75,78,64,81,20,83,81,85,86,86,39,80,82,75,77,46,24,79,79,79,right,87,74
wesley sneijder,sneijder,ogc nice,holland,83,alka superliga,33,170,77,74,76,86,41,85,45,70,32,57,69,55,77,80,69,56,86,37,84,84,86,88,82,30,88,86,72,85,32,38,78,86,83,right,82,62
javier mascherano,mascherano,fc barcelona,argentina,83,men's national,33,174,83,51,60,75,83,80,88,67,81,74,65,88,72,51,64,77,71,82,55,79,76,63,70,75,68,63,42,78,68,82,53,50,86,right,58,76
santiago cazorla gonzalez,santi cazorla,arsenal,spain,83,premier league,33,168,82,79,80,83,64,87,65,68,58,59,65,64,79,72,63,63,85,52,78,86,77,86,85,70,86,85,75,91,58,61,76,78,88,right,85,68
juan francisco torres belen,juanfran,atletico madrid,spain,83,laliga santander,33,180,82,68,66,66,84,79,78,76,83,74,82,78,75,49,87,77,75,81,53,77,68,80,77,68,72,83,54,62,59,80,58,59,74,right,77,85
lucas biglia,biglia,milan,argentina,83,calcio a,32,178,82,55,72,84,80,85,84,70,70,70,69,83,76,78,68,75,81,78,75,86,77,71,80,62,80,74,50,78,54,75,63,76,80,right,77,82
loic perrin,perrin,as saint-etienne,france,83,ligue 1 conforama,32,181,76,58,68,77,88,74,82,67,88,79,68,81,64,44,69,80,69,84,67,74,73,59,68,84,63,69,64,72,80,86,65,51,80,right,62,79
borja valero iglesias,borja valero,inter,spain,83,calcio a,33,175,84,76,72,86,66,88,70,73,58,66,70,52,80,70,67,65,85,62,70,89,72,78,85,67,86,78,67,82,60,63,69,76,80,right,86,74
antonio valencia,valencia,manchester united,ecuador,83,premier league,32,180,86,75,55,69,83,81,80,88,78,85,87,83,75,69,87,85,75,77,62,77,85,69,81,70,71,85,58,83,64,78,65,66,82,right,82,90
ezequiel garay,garay,valencia cf,argentina,83,laliga santander,31,188,77,49,69,72,85,73,84,39,84,85,43,74,57,49,46,80,66,82,68,69,80,55,65,79,63,62,58,38,85,84,64,74,79,right,62,74
ukasz piszczek,piszczek,borussia dortmund,poland,83,bundesliga,32,184,82,73,65,69,84,76,81,73,79,79,79,83,66,67,84,80,76,83,68,78,77,80,74,76,72,86,65,66,74,81,68,47,82,right,74,79
kevin gameiro,gameiro,atletico madrid,france,83,laliga santander,30,173,85,86,85,72,33,80,38,88,23,64,87,66,82,78,86,68,75,39,76,79,84,76,79,84,76,70,86,77,67,35,83,70,85,right,76,76
jonas goncalves oliveira,jonas,sl benfica,brazil,83,liga nos,33,182,85,86,84,70,36,88,34,66,23,63,65,61,77,85,65,65,75,25,84,74,83,85,84,69,83,70,87,69,79,35,85,77,87,right,84,71
morgan schneiderlin,schneiderlin,everton,france,83,premier league,28,181,81,65,56,80,82,83,84,67,76,77,68,84,73,56,68,81,76,80,56,85,71,68,77,70,73,65,61,71,71,79,62,61,83,right,74,90
ever banega,banega,sevilla fc,argentina,83,laliga santander,29,174,78,75,67,85,69,85,70,71,57,67,69,69,84,65,67,67,85,61,77,88,74,83,84,58,85,80,65,86,45,62,70,81,82,right,83,66
benedikt howedes,howedes,juventus,germany,83,calcio a,30,187,82,51,56,64,83,68,83,62,84,81,64,79,63,38,65,77,63,83,31,73,62,38,65,82,57,58,48,61,84,83,47,52,82,right,60,68
adam lallana,lallana,liverpool,england,83,premier league,29,172,78,77,70,77,67,86,68,74,60,67,73,74,83,72,72,74,80,62,72,86,72,77,84,73,83,74,79,76,67,65,75,66,80,right,85,90
mario mandzukic,mandzukic,juventus,croatia,83,calcio a,31,190,86,89,76,65,64,77,66,68,56,87,72,88,67,86,76,87,71,64,58,75,78,64,74,85,74,72,84,53,90,65,78,49,80,right,74,87
nicolas gaitan,gaitan,atletico madrid,argentina,83,laliga santander,30,173,84,79,71,78,42,84,40,84,30,46,81,57,87,81,79,55,81,43,74,81,72,88,84,68,82,82,73,81,54,39,74,72,80,left,85,69
adrien s. perruchet silva,adrien silva,sporting cp,portugal,83,premier league,29,175,77,75,85,84,78,85,84,64,80,62,65,79,73,75,65,72,82,73,80,83,83,79,81,56,85,78,71,67,61,78,76,75,82,right,82,89
jose maria callejon bueno,jose callejon,napoli,spain,83,calcio a,31,178,80,88,62,51,32,84,40,90,24,55,90,54,85,84,90,65,71,32,80,75,78,65,83,73,78,77,76,81,65,34,78,65,79,right,82,92
omer toprak,toprak,borussia dortmund,turkey,83,bundesliga,28,186,81,35,48,69,85,72,84,72,86,78,76,73,64,55,79,75,62,82,36,74,63,44,68,82,59,49,28,61,83,85,39,33,78,right,64,68
mateo musacchio,musacchio,milan,argentina,83,calcio a,27,180,81,50,57,70,84,73,85,72,85,81,70,81,72,36,69,78,66,86,53,78,57,53,59,83,64,55,48,59,81,84,51,45,76,right,43,70
steven n'zonzi,n'zonzi,sevilla fc,france,83,laliga santander,29,190,82,70,57,78,83,82,85,52,75,91,57,87,43,55,61,88,73,78,66,82,79,73,71,75,77,59,64,31,79,80,67,42,85,right,72,86
kyle walker,walker,manchester city,england,83,premier league,27,183,81,66,63,67,84,76,78,86,79,77,90,78,70,57,93,81,73,83,68,75,86,76,76,83,69,78,51,72,73,80,63,71,75,right,77,90
bas dost,dost,sporting cp,holland,83,liga nos,28,196,85,88,78,37,48,73,39,54,29,89,60,72,38,85,64,83,57,26,74,74,83,53,64,55,68,38,87,35,93,43,83,32,78,right,64,84
giacomo bonaventura,bonaventura,milan,italy,83,calcio a,28,181,82,78,68,80,72,85,72,78,60,69,78,68,81,78,78,73,82,68,86,84,84,78,83,69,82,82,70,77,60,67,77,78,82,right,83,87
shinji kagawa,kagawa,borussia dortmund,japan,83,bundesliga,29,175,81,80,78,73,24,85,56,76,30,39,70,30,92,75,65,49,76,27,55,84,56,74,86,66,82,60,76,88,42,34,68,63,81,right,87,80
javier pastore,pastore,paris saint-germain,argentina,83,ligue 1 conforama,28,187,83,78,75,83,59,87,69,69,49,64,71,65,79,78,72,64,83,51,76,87,78,83,85,49,86,77,73,58,63,58,75,69,79,right,88,67
nemanja matic,matic,manchester united,serbia,83,premier league,29,194,82,68,69,78,83,78,85,62,75,89,64,83,56,74,66,87,76,75,75,83,78,68,72,71,75,68,64,53,77,80,70,67,84,left,72,89
nicolas otamendi,otamendi,manchester city,argentina,83,premier league,30,183,78,49,44,66,83,64,85,62,81,80,63,90,69,56,64,81,59,84,56,71,69,50,56,86,45,52,53,62,83,83,56,39,84,right,41,76
iago aspas juncal,iago aspas,rc celta,spain,83,laliga santander,30,176,86,85,80,64,21,84,36,84,20,59,81,63,88,86,79,63,73,18,80,80,79,83,84,68,68,67,86,77,78,29,83,76,73,left,85,70
idrissa gueye,gueye,everton,senegal,83,premier league,28,174,79,67,54,74,87,79,87,78,80,76,76,84,75,32,75,81,70,85,67,82,80,33,77,85,72,60,50,82,69,83,60,43,80,right,75,88
joel matip,matip,liverpool,cameroon,83,premier league,26,195,81,51,42,74,85,71,85,60,83,81,67,81,58,50,73,78,68,79,48,77,66,63,67,67,72,54,36,49,85,84,46,22,75,right,65,73
stefan de vrij,de vrij,lazio,holland,83,calcio a,26,189,78,32,41,71,86,71,85,68,87,80,68,74,61,27,68,76,58,82,60,71,65,45,66,71,50,49,25,60,78,85,41,16,82,right,61,69
victor machin perez,vitolo,ud las palmas,spain,83,laliga santander,28,184,80,80,74,82,21,85,25,81,25,81,80,61,75,75,79,76,79,23,73,81,77,76,82,70,78,80,79,63,65,28,77,62,70,right,86,81
danilo luis helio pereira,danilo pereira,fc porto,portugal,83,liga nos,26,188,76,69,52,79,85,77,85,67,80,89,68,88,58,55,68,87,69,78,64,82,77,48,74,67,69,50,56,60,76,82,62,53,84,right,76,87
roberto firmino barbosa de oliveira,roberto firmino,liverpool,brazil,83,premier league,26,181,82,84,72,75,59,85,37,77,30,76,77,66,82,79,77,77,79,42,80,83,79,80,85,81,83,72,83,81,72,46,81,67,78,right,87,86
virgil van dijk,van dijk,southampton,holland,83,premier league,26,193,79,41,62,76,85,73,83,69,83,92,73,78,57,45,76,85,67,83,64,76,81,60,70,79,59,53,52,51,80,83,60,70,82,right,70,76
riyad mahrez,mahrez,leicester city,algeria,83,premier league,27,179,75,79,72,74,23,88,38,85,25,51,82,40,92,71,80,55,78,19,72,78,76,79,87,62,79,81,74,85,45,28,74,75,82,left,88,75
samuel umtiti,umtiti,fc barcelona,france,83,laliga santander,24,182,77,58,61,73,85,75,86,72,80,78,74,80,68,70,75,79,71,83,74,79,83,72,71,87,58,69,51,66,72,82,64,63,74,left,69,79
william silva de carvalho,william carvalho,sporting cp,portugal,83,liga nos,25,187,74,62,60,86,85,78,84,52,77,88,53,75,45,50,53,83,77,71,58,84,59,77,74,68,78,66,56,50,73,80,57,50,89,right,79,84
marcos aoas correa,marquinhos,paris saint-germain,brazil,83,ligue 1 conforama,23,183,81,46,31,78,85,76,84,69,85,74,71,80,66,31,72,76,68,86,35,80,53,49,70,85,51,72,33,68,80,84,38,32,79,right,65,75
emil forsberg,forsberg,rb leipzig,sweden,83,bundesliga,26,179,80,77,64,70,26,85,43,78,23,63,75,62,85,67,72,66,83,17,80,86,75,81,83,53,86,86,72,83,45,30,74,77,79,right,82,76
andrea belotti,belotti,torino,italy,83,calcio a,24,181,78,85,77,42,23,78,31,80,15,85,82,83,79,80,83,84,57,32,67,68,81,64,78,83,61,42,88,75,84,29,81,56,78,right,78,84
mohamed salah,salah,liverpool,egypt,83,premier league,25,175,82,83,61,65,43,87,55,93,37,61,93,63,86,71,93,66,74,41,62,79,71,70,86,70,78,73,79,84,59,45,73,60,75,left,87,77
fabio henrique tavares,fabinho,as monaco football club sa,brazil,83,ligue 1 conforama,24,188,79,68,91,74,88,80,83,73,79,80,74,83,71,30,75,83,76,85,53,82,75,71,76,77,72,79,66,69,75,83,65,45,80,right,75,89
niklas sule,sule,fc bayern munchen,germany,83,bundesliga,22,195,80,26,32,61,86,63,82,51,81,94,65,81,33,29,76,81,51,82,62,76,77,28,50,38,30,30,20,32,85,83,41,30,72,right,42,65
joao mario naval costa eduardo,joao mario,inter,portugal,83,premier league,25,179,82,80,66,78,75,85,78,71,67,69,73,61,81,69,75,71,80,61,73,83,77,74,83,63,82,77,66,70,55,70,70,67,85,right,84,84
thomas lemar,lemar,as monaco football club sa,france,83,ligue 1 conforama,22,170,76,76,68,71,59,86,66,86,63,69,85,63,85,68,84,70,80,63,76,82,82,81,86,72,82,82,78,84,54,62,77,81,79,left,88,79
jose maria gimenez,gimenez,atletico madrid,uruguay,83,laliga santander,23,185,76,24,38,58,86,56,85,68,85,84,70,89,57,30,72,81,51,87,48,68,72,36,54,90,27,47,37,50,79,85,45,44,73,right,47,68
naby keita,keita,rb leipzig,guinea,83,bundesliga,23,172,84,74,58,78,63,88,79,82,55,59,73,77,90,59,66,70,77,61,66,88,76,63,89,56,81,62,74,90,42,62,71,47,79,right,90,88
ousmane dembele,dembele,fc barcelona,france,83,laliga santander,20,178,82,78,74,68,30,85,36,93,29,47,91,54,90,75,89,56,75,33,65,74,83,78,88,59,84,77,77,90,43,32,76,65,73,left,92,74
kylian mbappe,mbappe,paris saint-germain,france,83,ligue 1 conforama,19,178,79,79,70,68,44,87,49,89,41,74,90,62,78,74,90,74,74,40,68,78,79,75,84,71,77,70,87,76,76,47,80,58,80,right,86,83
raul albiol tortajada,raul albiol,napoli,spain,83,calcio a,32,190,81,30,37,66,86,68,83,57,86,84,57,81,53,31,57,78,58,83,53,72,65,53,61,79,49,38,27,56,77,85,41,45,74,right,54,63
adrien s. perruchet silva,adrien silva,leicester city,portugal,83,premier league,29,175,77,75,85,84,78,85,84,64,80,62,65,79,73,75,65,72,82,73,80,83,83,79,81,56,85,78,71,67,61,78,76,75,82,right,82,89
victor machin perez,vitolo,atletico madrid,spain,83,laliga santander,28,184,80,80,74,82,21,85,25,81,25,81,80,61,75,75,79,76,79,23,73,81,77,76,82,70,78,80,79,63,65,28,77,62,70,right,86,81
joao mario naval costa eduardo,joao mario,west ham united,portugal,83,premier league,25,179,82,80,66,78,75,85,78,71,67,69,73,61,81,69,75,71,80,61,73,83,77,74,83,63,82,77,66,70,55,70,70,67,85,right,84,84
sebastian giovinco,giovinco,toronto fc,italy,83,major league soccer,31,163,82,83,77,75,29,87,26,91,23,42,84,75,92,74,77,57,79,28,81,80,79,87,87,35,84,72,83,93,34,27,81,87,88,right,86,77
jose paulo bezerra m. junior,paulinho,fc barcelona,brazil,83,laliga santander,29,180,84,78,73,77,79,84,79,76,77,69,76,69,72,78,76,77,75,73,79,82,82,66,80,89,76,64,74,66,81,78,77,72,82,right,79,93
douglas costa de souza,douglas costa,juventus,brazil,83,calcio a,27,170,79,77,77,71,31,86,32,97,28,63,93,55,95,73,88,64,78,30,84,79,86,80,88,61,79,76,71,94,51,32,77,79,76,left,89,74
juan cuadrado,cuadrado,juventus,colombia,83,calcio a,29,179,76,78,65,70,61,83,64,90,61,59,91,73,92,68,92,68,77,70,80,79,84,78,87,78,73,80,67,83,59,63,74,70,76,right,91,78
jonathan viera ramos,jonathan viera,ud las palmas,spain,83,laliga santander,28,170,79,80,74,77,68,83,70,86,29,67,80,56,89,57,76,68,83,59,80,87,70,81,86,69,89,76,79,84,41,53,76,77,80,right,88,78
virgil van dijk,van dijk,liverpool,holland,83,premier league,26,193,79,41,62,76,85,73,83,69,83,92,73,78,57,45,76,85,67,83,64,76,81,60,70,79,59,53,52,51,80,83,60,70,82,right,70,76
anthony martial,martial,manchester united,france,83,premier league,22,181,81,81,75,58,39,84,42,92,35,77,91,59,86,75,90,75,71,38,71,76,86,80,86,81,71,74,83,82,70,41,81,54,78,right,89,80
mario balotelli,balotelli,ogc nice,italy,83,ligue 1 conforama,27,189,68,77,94,56,22,86,30,77,16,85,81,70,70,75,83,77,72,20,75,77,90,80,80,75,72,69,86,50,66,26,84,80,80,right,82,66
luis miguel afonso fernandes,pizzi,sl benfica,portugal,83,liga nos,28,177,82,86,76,82,66,82,70,83,64,59,79,68,87,77,76,70,82,53,79,83,74,84,83,67,87,77,77,84,46,63,78,76,85,right,82,91
leon goretzka,goretzka,fc schalke 04,germany,83,bundesliga,23,189,83,79,61,79,79,82,83,83,73,68,85,84,76,69,86,76,81,79,80,85,78,77,80,67,81,74,72,72,74,78,75,73,78,right,80,86
saul niguez esclapez,saul,atletico madrid,spain,83,laliga santander,23,181,82,82,56,81,82,84,78,72,69,76,73,66,76,31,73,75,79,77,73,86,77,63,81,79,80,69,74,68,83,77,72,60,80,left,82,80
quincy promes,promes,spartak moscow,holland,83,russian football premier league,26,174,81,79,72,70,24,83,27,86,25,61,89,60,88,68,91,68,78,27,83,78,82,76,83,83,83,76,82,78,62,30,81,78,78,right,84,82
gabriel fernando de jesus,gabriel jesus,manchester city,brazil,83,premier league,20,175,82,85,79,66,18,85,34,89,21,65,87,58,93,68,85,70,72,20,74,76,79,77,87,78,76,66,85,92,71,28,81,54,84,right,87,87
florian thauvin,thauvin,olympique de marseille,france,83,ligue 1 conforama,25,179,83,83,59,76,29,83,43,89,29,63,83,57,81,69,77,65,80,31,84,83,85,82,83,66,80,84,76,71,69,36,79,55,80,left,86,73
sergej milinkovic-savic,milinkovic-savic,lazio,serbia,83,calcio a,23,191,78,83,40,82,75,86,80,68,68,87,71,73,67,71,73,84,78,70,76,84,87,76,81,86,82,59,72,60,88,75,75,70,77,right,83,86
giuliano victor de paula,giuliano,fenerbahce sk,brazil,83,super lig,27,172,82,80,76,76,43,84,42,85,48,75,83,71,87,67,80,74,79,38,75,81,81,69,84,61,83,74,78,87,60,46,78,70,84,right,84,76
timo werner,werner,rb leipzig,germany,83,bundesliga,22,180,86,85,68,55,20,84,37,93,17,59,92,63,80,81,92,66,66,19,67,77,74,62,82,78,57,70,86,77,74,28,79,42,71,right,83,79
heung min son,son,tottenham hotspur,korea republic,83,premier league,25,183,81,84,71,64,22,82,33,87,19,62,86,60,79,73,86,67,76,26,87,79,84,82,84,65,79,76,84,77,75,29,83,70,78,right,86,81
stephan lichtsteiner,lichtsteiner,juventus,switzerland,82,calcio a,34,182,82,66,64,71,82,75,82,76,78,72,77,82,77,62,78,77,73,82,70,77,74,68,76,75,62,82,45,79,72,80,59,66,80,right,76,83
david villa sanchez,david villa,new york city fc,spain,82,major league soccer,36,175,83,86,88,67,28,85,29,72,22,66,69,67,75,79,67,69,74,38,79,76,81,83,82,67,75,71,86,75,67,31,83,80,83,right,83,76
fernando luiz rosa,fernandinho,manchester city,brazil,82,premier league,32,179,82,68,61,79,83,78,85,73,72,75,73,86,77,74,73,78,76,77,78,82,83,70,77,72,75,68,69,79,55,77,73,71,73,right,77,80
