acceleration,age,aggression,agility,balance,ball control,club,composure,crossing,curve,defending,dri,dribbling,finishing,free kick accuracy,full name,heading,height,interceptions,jumping,league,long passing,long shots,marking,name,nation,overall,pac,pas,penalties,phy,positioning,reactions,sho,short passing,shot power,sliding tackle,sprint speed,stamina,standing tackle,strength,strong foot,vision,volleys
69,26,78,57,51,73,Liverpool,82,53,60,83,70,70,52,70,Virgil Van Dijk,80,193,83,79,Premier League,76,64,83,Van Dijk,Netherlands,83,73,67,62,85,41,79,60,76,81,83,76,76,85,92,Right,59,45
52,25,75,45,50,78,Sporting Cp,89,66,77,80,74,79,56,50,William Silva De Carvalho,73,187,84,68,Liga Nos,86,58,77,William Carvalho,Portugal,83,53,77,60,83,62,74,57,84,59,71,53,84,85,88,Right,78,50
64,29,79,73,67,85,Sporting Cp,82,78,79,78,81,82,71,75,Adrien S. Perruchet Silva,61,175,84,56,Premier League,84,80,80,Adrien Silva,Portugal,83,65,82,85,72,75,77,76,83,83,73,65,89,78,62,Right,85,75
81,28,61,75,63,85,Atletico Madrid,70,80,76,28,82,86,79,62,Victor Machin Perez,65,184,25,70,Laliga Santander,82,73,25,Vitolo,Spain,83,80,79,74,76,80,80,77,81,77,23,79,81,21,81,Right,78,75
84,31,62,92,77,86,Lazio,79,82,86,24,86,87,75,79,Luis Carlos Almeida Da Cunha,46,175,31,39,Calcio A,79,83,15,Nani,Portugal,83,81,81,72,64,77,80,79,81,85,20,78,74,22,62,Right,80,75
85,34,62,91,84,87,Besiktas Jk,79,88,92,18,87,89,70,78,Ricardo Andrade Quaresma Bernardo,41,175,24,63,Super Lig,75,83,10,Quaresma,Portugal,83,83,81,74,60,75,78,76,79,83,13,82,69,17,54,Right,80,80
89,20,58,93,92,85,Manchester City,84,66,77,28,87,87,85,54,Gabriel Fernando De Jesus,71,175,34,78,Premier League,66,74,21,Gabriel Jesus,Brazil,83,87,72,79,70,85,82,81,76,79,20,85,87,18,65,Right,76,68
57,32,81,53,56,68,Napoli,74,38,53,85,61,54,27,45,Raul Albiol Tortajada,77,190,83,79,Calcio A,66,53,86,Raul Albiol,Spain,83,57,58,37,78,30,81,41,72,65,83,57,63,86,84,Right,49,31
92,22,59,86,82,84,Manchester United,78,74,80,41,86,89,83,54,Anthony Martial,70,181,42,81,Premier League,58,71,35,Martial,France,83,91,71,75,75,81,81,81,76,86,38,90,80,39,77,Right,71,75
90,29,73,92,83,83,Juventus,76,80,78,63,87,91,67,70,Juan Cuadrado,59,179,64,78,Calcio A,70,80,61,Cuadrado,Colombia,83,91,77,65,68,78,76,74,79,84,70,92,78,61,59,Right,73,68
68,23,73,67,60,86,Lazio,77,59,76,75,81,83,72,70,Sergej Milinkovic-Savic,88,191,80,86,Calcio A,82,76,68,Milinkovic-Savic,Serbia,83,71,78,40,84,83,78,75,84,87,70,73,86,75,87,Right,82,71
97,27,55,95,94,86,Juventus,76,76,80,32,88,89,71,79,Douglas Costa De Souza,51,170,32,61,Calcio A,71,84,28,Douglas Costa,Brazil,83,93,78,77,64,77,79,77,79,86,30,88,74,31,63,Left,79,73
71,25,61,81,70,85,West Ham United,85,77,74,70,83,84,66,67,Joao Mario Naval Costa Eduardo,55,179,78,63,Premier League,78,73,67,Joao Mario,Portugal,83,73,80,66,71,80,82,70,83,77,61,75,84,75,69,Right,82,69
77,27,70,70,50,86,Ogc Nice,80,69,80,26,80,82,86,80,Mario Balotelli,66,189,30,75,Ligue 1 Conforama,56,75,16,Balotelli,Italy,83,81,72,94,77,77,68,84,77,90,20,83,66,22,85,Right,72,75
93,22,63,80,77,84,Rb Leipzig,71,70,62,28,82,83,86,42,Timo Werner,74,180,37,78,Bundesliga,55,67,17,Werner,Germany,83,92,66,68,66,85,86,79,77,74,19,92,79,20,59,Right,57,81
83,23,84,76,72,82,Fc Schalke 04,78,74,77,78,80,80,72,73,Leon Goretzka,74,189,83,67,Bundesliga,79,80,73,Goretzka,Germany,83,85,81,61,76,79,83,75,85,78,79,86,86,79,68,Right,81,69
89,25,57,81,71,83,Olympique De Marseille,80,84,82,36,83,86,76,55,Florian Thauvin,69,179,43,66,Ligue 1 Conforama,76,84,29,Thauvin,France,83,83,80,59,65,83,83,79,83,85,31,77,73,29,63,Left,80,69
86,28,56,89,84,83,Ud Las Palmas,80,76,81,53,86,88,79,77,Jonathan Viera Ramos,41,170,70,69,Laliga Santander,77,80,29,Jonathan Viera,Spain,83,80,83,74,68,80,79,76,87,70,59,76,78,68,67,Right,89,57
72,23,66,76,68,84,Atletico Madrid,80,69,63,77,81,82,74,60,Saul Niguez Esclapez,83,181,78,79,Laliga Santander,81,73,69,Saul,Spain,83,73,79,56,75,82,82,72,86,77,77,73,80,82,76,Left,80,31
64,29,79,73,67,85,Leicester City,82,78,79,78,81,82,71,75,Adrien S. Perruchet Silva,61,175,84,56,Premier League,84,80,80,Adrien Silva,Portugal,83,65,82,85,72,75,77,76,83,83,73,65,89,78,62,Right,85,75
76,29,69,72,66,84,Fc Barcelona,82,64,66,78,80,79,74,72,Jose Paulo Bezerra M. Junior,81,180,79,89,Laliga Santander,77,79,77,Paulinho,Brazil,83,76,75,73,77,78,84,77,82,82,73,76,93,79,69,Right,76,78
86,26,60,88,78,83,Spartak Moscow,78,76,76,30,83,84,82,78,Quincy Promes,62,174,27,83,Sogaz Russian Football Championship,70,83,25,Promes,Netherlands,83,89,78,72,68,79,81,81,78,82,27,91,82,24,61,Right,83,68
76,26,81,82,79,83,Real Madrid Cf,74,83,72,82,79,76,41,47,Daniel Carvajal Ramos,65,173,82,76,Laliga Santander,71,36,85,Carvajal,Spain,84,82,73,45,78,61,81,45,81,64,86,86,84,85,75,Right,57,34
68,31,88,67,53,77,Juventus,80,72,64,65,74,74,84,49,Mario Mandzukic,90,190,66,85,Calcio A,65,58,56,Mandzukic,Croatia,83,72,71,76,87,89,86,78,75,78,64,76,87,64,87,Right,74,86
67,32,51,57,36,80,Roma,79,63,65,32,74,76,87,54,Edin Dzeko,84,193,50,66,Calcio A,72,73,11,Dzeko,Bosnia And Herzegovina,84,64,70,67,72,89,83,83,77,86,16,61,70,28,82,Right,70,77
69,34,84,68,72,78,Roma,84,57,62,81,71,64,50,71,Daniele De Rossi,81,184,87,78,Calcio A,82,74,75,De Rossi,Italy,83,68,73,75,82,55,80,64,82,81,82,68,78,84,83,Right,72,74
39,31,74,57,38,73,Valencia Cf,79,62,55,84,65,62,58,74,Ezequiel Garay,85,188,84,79,Laliga Santander,72,68,84,Garay,Argentina,83,43,66,69,80,49,77,64,69,80,82,46,74,85,85,Right,63,49
54,28,72,38,35,73,Sporting Cp,78,38,53,43,64,64,87,32,Bas Dost,93,196,39,55,Liga Nos,37,74,29,Dost,Netherlands,83,60,57,78,83,88,85,83,74,83,26,64,84,48,89,Right,68,85
84,30,57,87,81,84,Atletico Madrid,80,82,88,39,84,85,73,72,Nicolas Gaitan,54,173,40,68,Laliga Santander,78,74,30,Gaitan,Argentina,83,81,81,71,55,79,84,74,81,72,43,79,69,42,46,Left,82,81
90,31,54,85,81,84,Napoli,79,77,65,34,83,82,76,65,Jose Maria Callejon Bueno,65,178,40,73,Calcio A,51,80,24,Jose Callejon,Spain,83,90,71,62,65,88,80,78,75,78,32,90,92,32,55,Right,78,84
67,32,81,64,72,74,As Saint-Etienne,80,69,59,86,68,62,64,51,Loic Perrin,80,181,82,84,Ligue 1 Conforama,77,67,88,Perrin,France,83,68,69,68,80,58,76,65,74,73,84,69,79,88,79,Right,63,44
72,28,73,64,61,72,Borussia Dortmund,78,49,44,85,68,64,28,33,Omer Toprak,83,186,84,82,Bundesliga,69,36,86,Toprak,Turkey,83,76,62,48,75,35,81,39,74,63,82,79,68,85,78,Right,59,55
93,25,63,86,84,87,Liverpool,75,73,70,45,86,87,79,60,Mohamed Salah,59,175,55,70,Premier League,65,62,37,Salah,Egypt,83,93,74,61,66,83,82,73,79,71,41,93,77,43,61,Left,78,71
73,33,52,80,82,88,Inter,80,78,78,63,85,86,67,76,Borja Valero Iglesias,60,175,70,67,Calcio A,86,70,58,Borja Valero,Spain,83,70,85,72,65,76,84,69,89,72,62,67,74,66,66,Right,86,70
86,22,63,85,84,86,As Monaco Football Club Sa,79,82,81,62,86,88,78,81,Thomas Lemar,54,170,66,72,Ligue 1 Conforama,71,76,63,Lemar,France,83,85,80,68,70,76,76,77,82,82,63,84,79,59,69,Left,82,68
68,26,74,61,60,71,Lazio,82,49,45,85,66,61,25,16,Stefan De Vrij,78,189,85,71,Calcio A,71,60,87,De Vrij,Netherlands,83,68,58,41,76,32,78,41,71,65,82,68,69,86,80,Right,50,27
86,27,78,70,72,76,Manchester City,75,78,76,80,76,77,51,71,Kyle Walker,73,183,78,83,Premier League,67,68,79,Walker,England,83,90,73,63,81,66,81,63,75,86,83,93,90,84,77,Right,69,57
88,32,83,75,83,81,Manchester United,82,85,69,78,81,82,58,66,Antonio Valencia,64,180,80,70,Premier League,69,62,78,Valencia,Ecuador,83,87,75,55,85,75,86,65,77,85,77,87,90,83,85,Right,71,69
60,26,81,58,49,71,Liverpool,75,54,63,84,67,65,36,22,Joel Matip,85,195,85,67,Premier League,74,48,83,Matip,Cameroon,83,67,68,42,78,51,81,46,77,66,79,73,73,85,81,Right,72,50
69,28,65,79,58,87,Paris Saint-Germain,79,77,83,58,85,88,73,69,Javier Pastore,63,187,69,49,Ligue 1 Conforama,83,76,49,Pastore,Argentina,83,71,83,75,64,78,83,75,87,78,51,72,67,59,64,Right,86,78
62,30,90,69,62,64,Manchester City,84,52,50,83,56,41,53,39,Nicolas Otamendi,83,183,85,86,Premier League,66,56,81,Otamendi,Argentina,83,63,59,44,81,49,78,56,71,69,84,64,76,83,80,Right,45,56
76,29,30,92,88,85,Borussia Dortmund,81,60,74,34,86,87,76,63,Shinji Kagawa,42,175,56,66,Bundesliga,73,55,30,Kagawa,Japan,83,70,76,78,49,80,81,68,84,56,27,65,80,24,39,Right,82,75
73,24,83,71,69,80,As Monaco Football Club Sa,80,79,71,83,76,75,66,45,Fabio Henrique Tavares,75,188,83,77,Ligue 1 Conforama,74,53,79,Fabinho,Brazil,83,74,76,91,83,68,79,65,82,75,85,75,89,88,80,Right,72,30
71,29,69,84,86,85,Sevilla Fc,82,80,83,62,84,83,65,81,Ever Banega,45,174,70,58,Laliga Santander,85,77,57,Banega,Argentina,83,69,85,67,67,75,78,70,88,74,61,67,66,69,67,Right,85,65
81,28,61,75,63,85,Ud Las Palmas,70,80,76,28,82,86,79,62,Victor Machin Perez,65,184,25,70,Laliga Santander,82,73,25,Vitolo,Spain,83,80,79,74,76,80,80,77,81,77,23,79,81,21,81,Right,78,75
73,32,83,66,66,76,Borussia Dortmund,82,86,80,81,74,74,65,47,Ukasz Piszczek,74,184,81,76,Bundesliga,69,68,79,Piszczek,Poland,83,79,76,65,80,73,82,68,78,77,83,84,79,84,79,Right,72,67
76,33,78,75,62,79,Atletico Madrid,74,83,80,80,77,77,54,59,Juan Francisco Torres Belen,59,180,78,68,Laliga Santander,66,53,83,Juanfran,Spain,83,82,75,66,77,68,82,58,77,68,81,87,85,84,74,Right,72,49
78,26,62,85,83,85,Rb Leipzig,79,86,81,30,83,82,72,77,Emil Forsberg,45,179,43,53,Bundesliga,70,80,23,Forsberg,Sweden,83,75,83,64,66,77,80,74,86,75,17,72,76,26,63,Right,86,67
71,25,61,81,70,85,Inter,85,77,74,70,83,84,66,67,Joao Mario Naval Costa Eduardo,55,179,78,63,Premier League,78,73,67,Joao Mario,Portugal,83,73,80,66,71,80,82,70,83,77,61,75,84,75,69,Right,82,69
68,33,64,79,91,87,Arsenal,88,85,86,61,85,85,75,78,Santiago Cazorla Gonzalez,58,168,65,70,Premier League,83,78,58,Santi Cazorla,Spain,83,65,85,80,63,79,82,76,86,77,52,63,68,64,59,Right,86,72
72,27,81,72,59,73,Milan,76,55,53,84,59,43,48,45,Mateo Musacchio,81,180,85,83,Calcio A,70,53,85,Musacchio,Argentina,83,70,66,57,78,50,81,51,78,57,86,69,70,84,81,Right,64,36
74,29,74,83,76,86,Liverpool,80,74,77,65,84,85,79,66,Adam Lallana,67,172,68,73,Premier League,77,72,60,Lallana,England,83,73,80,70,74,77,78,75,86,72,62,72,90,67,67,Right,83,72
88,30,66,82,77,80,Atletico Madrid,85,70,76,35,79,76,86,70,Kevin Gameiro,67,173,38,84,Laliga Santander,72,76,23,Gameiro,France,83,87,75,85,68,86,85,83,79,84,39,86,76,33,64,Right,76,78
71,23,80,66,68,76,Paris Saint-Germain,79,72,49,84,70,65,33,32,Marcos Aoas Correa,80,183,84,85,Ligue 1 Conforama,78,35,85,Marquinhos,Brazil,83,73,68,31,76,46,81,38,80,53,86,74,75,85,74,Right,51,31
69,23,80,66,68,76,Paris Saint-Germain,79,72,49,84,70,65,33,32,Marcos Aoas Correa,80,183,84,85,Ligue 1 Conforama,78,35,85,Marquinhos,Brazil,83,71,68,31,76,46,81,38,80,53,86,72,75,85,74,Right,51,31
80,24,83,79,75,78,Torino,78,42,64,29,78,78,88,56,Andrea Belotti,84,181,31,83,Calcio A,42,67,15,Belotti,Italy,83,82,57,77,84,85,78,81,68,81,32,83,84,23,85,Right,61,80
67,28,84,73,71,83,Everton,83,65,68,79,77,74,61,61,Morgan Schneiderlin,71,181,84,70,Premier League,80,56,76,Schneiderlin,France,83,68,76,56,81,65,81,62,85,71,80,68,90,82,77,Right,73,56
68,23,89,57,50,56,Atletico Madrid,73,47,36,85,54,47,37,44,Jose Maria Gimenez,79,185,85,90,Laliga Santander,58,48,85,Gimenez,Uruguay,83,70,51,38,81,24,76,45,68,72,87,72,68,86,84,Right,27,30
69,26,78,57,51,73,Southampton,82,53,60,83,70,70,52,70,Virgil Van Dijk,80,193,83,79,Premier League,76,64,83,Van Dijk,Netherlands,83,73,67,62,85,41,79,60,76,81,83,76,76,85,92,Right,59,45
89,19,62,78,76,87,Paris Saint-Germain,80,70,75,47,84,86,87,58,Kylian Mbappe,76,178,49,71,Ligue 1 Conforama,68,68,41,Mbappe,France,83,90,74,70,74,79,79,80,78,79,40,90,83,44,74,Right,77,74
49,32,81,57,46,73,Lokomotiv Moscow,78,68,69,82,67,65,47,60,Vedran Corluka,83,192,77,86,Sogaz Russian Football Championship,72,53,83,Corluka,Croatia,82,58,67,49,82,45,77,51,70,64,82,65,80,83,84,Right,60,38
52,29,91,56,56,71,Sl Benfica,75,50,43,81,68,68,49,57,Ljubomir Fejsa,73,183,87,73,Liga Nos,74,62,79,Fejsa,Serbia,82,53,66,56,85,50,78,57,78,73,77,54,88,84,83,Right,63,53
85,29,58,92,84,88,Shakhtar Donetsk,84,76,80,48,87,87,76,72,Marlos Romero Bonfim,53,174,51,68,Ukrayina Liha,73,78,45,Marlos,Brazil,82,83,78,74,66,77,77,76,81,76,42,82,78,49,62,Left,79,68
73,25,76,67,64,81,Everton,80,63,62,67,75,72,82,44,Davy Klaassen,74,179,68,74,Premier League,75,78,59,Klaassen,Netherlands,82,73,74,75,79,84,84,80,83,78,62,73,92,74,74,Right,78,82
77,32,66,84,83,87,Borussia Monchengladbach,79,73,80,41,86,87,81,73,Raffael Caetano De Araujo,63,174,53,71,Bundesliga,77,78,29,Raffael,Brazil,82,72,80,72,67,82,84,79,84,77,31,68,74,42,63,Right,83,75
64,22,70,48,39,64,Bayer 04 Leverkusen,70,35,30,82,58,55,19,27,Jonathan Tah,80,192,80,71,Bundesliga,69,25,82,Tah,Germany,82,72,58,38,78,27,81,27,74,44,80,78,60,86,91,Right,61,24
65,28,84,63,57,64,Fc Porto,74,45,32,82,62,57,39,30,Felipe Augusto De Almeida Monteiro,82,185,83,92,Liga Nos,70,41,82,Felipe,Brazil,82,68,59,47,81,34,77,41,75,46,79,70,83,84,78,Right,50,40
63,34,86,57,47,66,Zenit St. Petersburg,81,72,70,83,62,58,57,48,Branislav Ivanovic,86,185,79,83,Sogaz Russian Football Championship,74,62,85,Ivanovic,Serbia,82,62,68,58,83,61,76,61,71,73,83,61,78,83,85,Right,57,48
76,34,82,77,79,75,Juventus,80,82,68,80,76,76,45,66,Stephan Lichtsteiner,72,182,82,75,Calcio A,71,70,78,Lichtsteiner,Switzerland,82,77,73,64,77,66,82,59,77,74,82,78,83,82,72,Right,62,62
48,25,92,53,61,80,Arsenal,74,66,68,72,72,70,49,70,Granit Xhaka,62,185,77,39,Premier League,89,85,71,Xhaka,Switzerland,82,50,80,59,78,77,83,66,85,88,68,51,78,73,76,Left,82,50
73,30,64,83,83,82,Borussia Dortmund,83,82,80,72,81,80,69,74,Gonzalo Castro,52,172,78,73,Bundesliga,83,78,72,Castro,Germany,82,71,83,58,68,76,84,72,84,77,81,69,78,70,65,Right,83,65
84,24,23,86,86,89,Milan,76,81,84,23,86,87,70,80,Jesus Joaquin Fernandez Saez,50,176,20,50,Calcio A,75,82,19,Suso,Spain,82,82,81,72,51,76,78,74,83,78,18,80,77,23,50,Left,82,72
94,23,34,91,92,84,Manchester City,74,73,64,46,85,85,73,49,Raheem Sterling,38,170,26,60,Premier League,67,70,48,Sterling,England,82,93,74,63,61,81,79,71,81,68,54,92,75,58,64,Right,75,59
64,26,65,59,50,80,Real Sociedad,73,54,68,36,76,79,83,71,Willian Jose Da Silva,81,186,35,61,Laliga Santander,48,81,29,Willian Jose,Brazil,82,66,66,80,76,84,81,82,80,83,30,67,67,32,87,Right,63,79
74,29,63,75,76,86,Sv Werder Bremen,86,81,80,39,83,82,86,69,Max Kruse,63,180,41,66,Bundesliga,80,80,32,Kruse,Germany,82,71,82,89,69,85,85,84,83,81,34,69,76,38,69,Left,84,80
74,28,60,75,64,81,Liverpool,81,62,62,25,79,80,83,68,Daniel Sturridge,73,180,22,72,Premier League,62,80,15,Sturridge,England,82,76,69,75,68,84,82,82,74,83,12,78,68,24,71,Left,74,75
92,22,63,79,76,82,Rb Leipzig,70,69,62,28,80,81,86,42,Timo Werner,74,180,37,77,Bundesliga,55,67,17,Werner,Germany,82,91,65,68,65,85,84,79,76,74,19,91,78,20,59,Right,57,81
92,22,59,85,82,84,Manchester United,78,73,79,41,85,88,81,54,Anthony Martial,70,181,42,80,Premier League,58,70,35,Martial,France,82,91,70,74,74,79,81,79,75,84,38,90,79,39,76,Right,70,74
73,31,74,79,84,82,As Monaco Football Club Sa,86,77,82,70,81,81,74,79,Joao Filipe Moutinho,70,170,72,79,Ligue 1 Conforama,82,80,68,Joao Moutinho,Portugal,82,69,81,70,72,73,75,75,84,76,68,65,84,72,64,Right,80,76
72,36,67,75,75,85,New York City Football Club,83,71,83,31,82,83,86,80,David Villa Sanchez,67,175,29,67,Major League Soccer,67,79,22,David Villa,Spain,82,69,74,88,69,86,83,83,76,81,38,67,76,28,66,Right,75,79
84,24,52,86,79,87,Juventus,83,77,79,34,86,86,73,80,Federico Bernardeschi,48,183,34,49,Calcio A,70,82,28,Bernardeschi,Italy,82,84,77,72,65,80,80,76,80,80,32,84,83,36,63,Left,78,70
83,28,68,87,84,82,Sl Benfica,85,77,83,61,83,82,77,76,Luis Miguel Afonso Fernandes,45,177,68,67,Liga Nos,81,78,62,Pizzi,Portugal,82,79,81,76,69,85,82,77,82,74,52,76,90,64,59,Right,86,77
93,30,56,89,83,85,Shakhtar Donetsk,74,73,52,47,85,87,76,73,Taison Barcellos Freda,56,172,49,62,Ukrayina Liha,75,83,38,Taison,Brazil,82,92,75,72,63,74,79,79,77,83,40,91,70,53,62,Right,79,82
51,31,76,59,52,82,Arsenal,78,64,70,38,74,72,83,65,Olivier Giroud,90,192,41,82,Premier League,56,74,26,Giroud,France,82,53,70,81,83,83,82,81,77,85,20,55,74,37,90,Left,75,82
66,28,78,65,63,75,Bayer 04 Leverkusen,83,69,49,82,73,72,59,47,Lars Bender,78,185,87,77,Bundesliga,74,71,76,Bender,Germany,82,68,73,52,79,69,82,64,79,74,82,69,87,85,76,Right,76,57
65,31,79,71,74,80,Athletic Club De Bilbao,73,81,83,66,75,73,69,84,Benat Etxebarria Urkiaga,47,175,70,59,Laliga Santander,86,81,59,Benat,Spain,82,58,84,69,74,78,80,75,85,87,65,52,79,76,70,Right,84,61
89,31,75,92,93,87,Toronto Fc,88,72,86,27,87,86,83,86,Sebastian Giovinco,34,163,26,35,Major League Soccer,75,81,23,Giovinco,Italy,82,82,78,77,57,83,82,81,79,79,28,76,77,29,42,Right,83,74
88,31,75,92,93,87,Toronto Fc,88,72,86,27,87,86,83,86,Sebastian Giovinco,34,163,26,35,Major League Soccer,75,81,23,Giovinco,Italy,82,81,78,77,57,83,82,81,79,79,28,75,77,29,42,Right,83,74
31,31,84,29,32,72,Roma,83,44,46,84,56,48,41,37,Federico Fazio,89,195,83,40,Calcio A,62,26,85,Fazio,Argentina,82,30,54,33,81,32,82,41,64,63,79,30,69,84,90,Right,47,35
86,26,60,87,78,82,Spartak Moscow,78,75,75,29,82,83,82,76,Quincy Promes,60,174,27,82,Sogaz Russian Football Championship,69,83,25,Promes,Netherlands,82,89,76,72,67,79,81,81,76,82,27,91,81,24,61,Right,81,68
86,28,46,93,87,85,Fc Porto,86,77,83,33,89,91,74,78,Yacine Brahimi,46,175,38,72,Liga Nos,70,74,24,Brahimi,Algeria,82,80,76,75,56,76,83,73,77,69,25,75,76,36,49,Right,78,73
86,27,79,87,84,84,Roma,79,77,73,76,82,79,76,79,Alessandro Florenzi,70,173,77,74,Calcio A,75,82,73,Florenzi,Italy,82,85,78,76,76,82,79,79,82,82,78,84,90,79,68,Right,75,87
76,28,92,77,89,82,Swansea City,79,67,46,73,77,72,67,48,Roque Mesa Quevedo,32,171,81,77,Laliga Santander,80,54,72,Roque Mesa,Spain,82,77,76,42,80,67,79,61,89,63,80,78,92,79,69,Right,75,34
74,29,74,71,78,83,Borussia Monchengladbach,83,76,79,64,79,78,84,69,Lars Stindl,64,181,70,73,Bundesliga,69,86,63,Stindl,Germany,82,71,79,80,74,86,84,84,83,84,57,69,82,65,70,Right,83,86
73,32,86,77,79,78,Manchester City,73,68,70,77,77,77,69,71,Fernando Luiz Rosa,55,179,85,72,Premier League,79,78,72,Fernandinho,Brazil,82,73,76,61,78,68,82,73,82,83,77,73,80,83,75,Right,75,74
49,30,78,54,36,80,Leicester City,73,53,66,83,69,67,72,70,Vicente Iborra De La Fuente,81,195,85,74,Premier League,82,64,85,Iborra,Spain,82,50,73,72,83,82,75,73,81,85,75,51,79,84,88,Right,74,66
66,29,88,64,55,75,Leicester City,79,58,73,47,73,74,80,47,Islam Slimani,91,188,54,87,Premier League,61,71,34,Slimani,Algeria,82,69,67,74,86,85,84,78,73,78,24,72,87,48,85,Right,72,79
76,28,74,72,57,85,West Ham United,77,83,79,53,81,84,73,74,Marko Arnautovic,71,192,53,68,Premier League,74,71,49,Arnautovic,Austria,82,77,79,77,80,80,75,74,79,78,30,78,79,60,84,Right,81,79
84,29,59,81,83,79,West Ham United,81,62,67,31,78,76,87,52,Javier Hernandez,82,175,26,82,Premier League,55,69,22,Hernandez,Mexico,82,79,66,76,59,87,83,80,70,76,25,75,68,29,53,Right,72,79
67,27,73,76,75,82,Arsenal,81,75,70,65,80,81,72,70,Aaron Ramsey,58,183,69,67,Premier League,80,74,60,Ramsey,Wales,82,68,79,75,75,82,81,75,84,81,67,68,89,70,69,Right,80,79
85,23,71,77,70,87,Real Madrid Cf,72,73,78,61,84,88,62,68,Mateo Kovacic,42,178,70,63,Laliga Santander,82,75,52,Kovacic,Croatia,82,81,82,59,69,69,68,69,87,79,63,77,77,69,65,Right,88,76
73,27,80,73,71,80,Liverpool,78,81,80,76,76,74,67,74,Jordan Henderson,65,182,79,81,Premier League,83,71,73,Henderson,England,82,72,82,64,81,76,79,70,85,75,76,71,93,80,76,Right,82,72
95,25,67,94,87,82,Paris Saint-Germain,79,75,69,45,86,88,72,74,Lucas Rodrigues M. Silva,50,172,50,71,Premier League,74,71,39,Lucas,Brazil,82,93,75,75,62,78,75,74,77,79,51,92,68,43,56,Right,73,70
87,26,64,88,92,83,Stoke City,79,74,82,46,84,85,72,78,Xherdan Shaqiri,37,169,65,63,Premier League,76,81,40,Shaqiri,Switzerland,82,83,78,65,65,78,80,77,80,85,48,79,74,41,62,Left,79,76
65,28,57,72,61,84,Everton,81,86,87,52,79,79,81,89,Gylfi Sigursson,60,186,37,70,Premier League,78,84,55,Sigursson,Iceland,82,66,84,80,70,80,78,81,84,82,55,66,86,56,67,Right,84,75
58,24,90,56,40,68,Tottenham Hotspur,77,67,54,81,64,62,52,77,Eric Dier,83,188,80,77,Premier League,77,72,78,Dier,England,82,63,71,70,85,53,76,63,76,83,83,67,79,82,87,Right,66,52
77,24,69,84,91,86,Olympique Lyonnais,85,73,80,31,86,86,78,71,Nabil Fekir,49,173,28,69,Ligue 1 Conforama,72,81,24,Fekir,France,82,78,77,72,72,79,76,79,80,84,30,79,67,33,77,Left,78,74
71,24,81,67,64,80,Fc Barcelona,78,61,82,71,78,81,68,68,Andre Filipe Tavares Gomes,69,188,76,58,Laliga Santander,83,73,65,Andre Gomes,Portugal,82,68,78,55,81,77,79,71,84,80,64,66,78,77,85,Right,83,63
96,27,55,91,90,83,Juventus,73,76,79,32,84,85,71,78,Douglas Costa De Souza,51,170,32,61,Calcio A,71,84,28,Douglas Costa,Brazil,82,92,77,77,64,77,76,77,78,86,30,88,74,31,63,Left,78,73
60,27,83,60,54,66,Atletico Madrid,75,35,34,83,57,47,34,28,Stefan Savic,81,187,84,85,Laliga Santander,69,31,85,Savic,Montenegro,82,63,52,37,74,29,78,35,67,43,84,65,60,82,77,Right,41,27
82,26,76,83,76,76,Liverpool,75,79,64,80,77,76,54,39,Nathaniel Clyne,67,175,79,69,Premier League,67,69,81,Clyne,England,82,83,71,46,76,72,76,61,77,74,86,83,87,83,71,Right,64,45
55,28,68,69,72,83,Valencia Cf,74,84,87,61,77,75,75,90,Daniel Parejo Munoz,63,180,68,55,Laliga Santander,87,80,59,Parejo,Spain,82,52,87,83,71,79,79,77,90,80,51,50,76,61,72,Right,85,72
90,29,70,91,83,83,Juventus,76,78,76,61,86,90,67,69,Juan Cuadrado,58,179,62,75,Calcio A,69,80,60,Cuadrado,Colombia,82,91,75,65,65,78,76,74,77,84,68,92,75,60,57,Right,72,68
79,23,81,77,73,80,Fc Bayern Munchen,74,67,66,76,78,77,75,73,Corentin Tolisso,82,181,76,89,Bundesliga,82,78,72,Tolisso,France,82,74,78,70,83,79,82,76,85,82,71,69,86,78,81,Right,79,62
93,20,67,91,78,79,Manchester United,74,74,78,39,82,84,81,77,Marcus Rashford,78,185,48,63,Premier League,64,64,25,Rashford,England,81,92,74,75,74,83,76,78,77,84,28,92,83,36,73,Right,75,72
73,24,92,54,57,72,Arsenal,73,77,45,79,67,65,42,26,Sead Kolasinac,73,183,71,76,Premier League,51,52,79,Kolasinac,Bosnia And Herzegovina,81,79,64,44,90,63,81,54,71,83,85,83,85,84,92,Left,58,31
73,26,68,78,71,84,Villarreal Cf,73,69,78,65,81,81,71,69,Manuel Trigueros Munoz,76,178,69,83,Laliga Santander,82,80,53,Manu Trigueros,Spain,82,73,80,65,69,77,81,74,86,81,58,73,79,73,63,Right,83,63
74,26,78,82,73,84,Napoli,75,70,75,70,80,77,57,76,Luiz Frello Filho Jorge,56,180,78,61,Calcio A,84,62,63,Jorginho,Italy,81,75,80,84,68,72,81,64,85,71,70,75,83,75,58,Right,83,71
93,24,40,93,79,87,Fc Barcelona,76,76,84,26,87,89,70,78,Gerard Deulofeu Lazaro,40,173,25,72,Laliga Santander,62,65,20,Deulofeu,Spain,82,93,75,78,61,78,78,70,79,72,22,93,78,30,59,Right,74,68
